"time","species","w","N"
34,"Sprat",1.14,12178026331.4793
35,"Sprat",1.14,7878799262.08011
36,"Sprat",1.14,5191904373.51639
37,"Sprat",1.14,3483737498.64694
38,"Sprat",1.14,2379085363.70925
39,"Sprat",1.14,1659682893.66861
40,"Sprat",1.14,1194376761.34365
0,"Sprat",1.27,28494164.8894912
1,"Sprat",1.27,67031174.1046353
2,"Sprat",1.27,109836825.748833
3,"Sprat",1.27,138753973.748275
4,"Sprat",1.27,151018818.58638
5,"Sprat",1.27,154411479.212815
6,"Sprat",1.27,155053012.691277
7,"Sprat",1.27,155252007.496882
8,"Sprat",1.27,157069472.722345
9,"Sprat",1.27,172174759.247875
10,"Sprat",1.27,254654428.195034
11,"Sprat",1.27,581802935.430546
12,"Sprat",1.27,1565638478.18165
13,"Sprat",1.27,3860556337.18943
14,"Sprat",1.27,8097155416.96989
15,"Sprat",1.27,14436399326.0895
16,"Sprat",1.27,22356107233.3651
17,"Sprat",1.27,30909165559.5845
18,"Sprat",1.27,39195369883.3455
19,"Sprat",1.27,46660084636.4428
20,"Sprat",1.27,53139526650.5828
21,"Sprat",1.27,58860235425.2471
22,"Sprat",1.27,64641997929.9149
23,"Sprat",1.27,72167673029.2471
24,"Sprat",1.27,83193749554.229
25,"Sprat",1.27,96887689321.9984
26,"Sprat",1.27,108197100912.959
27,"Sprat",1.27,110838025956.327
28,"Sprat",1.27,102132972620.243
29,"Sprat",1.27,84563599364.0008
30,"Sprat",1.27,63544382702.113
31,"Sprat",1.27,44128916717.7036
32,"Sprat",1.27,29020538206.0026
33,"Sprat",1.27,18561271828.962
34,"Sprat",1.27,11820091997.2428
35,"Sprat",1.27,7613088708.75328
36,"Sprat",1.27,4992757464.63316
37,"Sprat",1.27,3335471324.95851
38,"Sprat",1.27,2268229531.45923
39,"Sprat",1.27,1574411706.81231
40,"Sprat",1.27,1125154761.22323
0,"Sprat",1.41,21249404.6639694
1,"Sprat",1.41,53098748.9727914
2,"Sprat",1.41,91583753.8293297
3,"Sprat",1.41,119943778.264305
4,"Sprat",1.41,133082593.737429
5,"Sprat",1.41,137051748.413622
6,"Sprat",1.41,137867798.291986
7,"Sprat",1.41,138050963.042813
8,"Sprat",1.41,139193595.799201
9,"Sprat",1.41,149279626.748687
10,"Sprat",1.41,207087570.249687
11,"Sprat",1.41,445926141.941367
12,"Sprat",1.41,1191968365.49151
13,"Sprat",1.41,2996565318.07177
14,"Sprat",1.41,6444517763.68585
15,"Sprat",1.41,11768811149.2087
16,"Sprat",1.41,18605963592.4674
17,"Sprat",1.41,26158418703.9146
18,"Sprat",1.41,33602284321.9307
19,"Sprat",1.41,40388570675.8287
20,"Sprat",1.41,46313968284.2798
21,"Sprat",1.41,51512559627.9103
22,"Sprat",1.41,56597118010.5303
23,"Sprat",1.41,62923153795.7623
24,"Sprat",1.41,72141626272.3448
25,"Sprat",1.41,84095223111.8561
26,"Sprat",1.41,94957970174.9188
27,"Sprat",1.41,99091581157.6359
28,"Sprat",1.41,93301596440.678
29,"Sprat",1.41,78923885617.4422
30,"Sprat",1.41,60434002092.4266
31,"Sprat",1.41,42572370347.9206
32,"Sprat",1.41,28235255499.2946
33,"Sprat",1.41,18107103083.1301
34,"Sprat",1.41,11509169540.2655
35,"Sprat",1.41,7380214071.82283
36,"Sprat",1.41,4815610153.34665
37,"Sprat",1.41,3202031473.19099
38,"Sprat",1.41,2167866544.62053
39,"Sprat",1.41,1497196156.77128
40,"Sprat",1.41,1062729797.31481
0,"Sprat",1.57,15643767.8276711
1,"Sprat",1.57,41570655.6972773
2,"Sprat",1.57,75646363.352781
3,"Sprat",1.57,103039182.740855
4,"Sprat",1.57,116905375.177889
5,"Sprat",1.57,121482988.082968
6,"Sprat",1.57,122508920.979473
7,"Sprat",1.57,122707460.191653
8,"Sprat",1.57,123420550.089691
9,"Sprat",1.57,130068077.915674
10,"Sprat",1.57,170145228.855274
11,"Sprat",1.57,342818524.446684
12,"Sprat",1.57,903452695.829892
13,"Sprat",1.57,2310659652.22442
14,"Sprat",1.57,5095489305.62492
15,"Sprat",1.57,9537443244.05369
16,"Sprat",1.57,15406768524.2958
17,"Sprat",1.57,22045752818.5448
18,"Sprat",1.57,28710565086.8934
19,"Sprat",1.57,34866245411.1802
20,"Sprat",1.57,40280196724.3898
21,"Sprat",1.57,45014265330.7673
22,"Sprat",1.57,49517514402.5043
23,"Sprat",1.57,54862922142.401
24,"Sprat",1.57,62538651707.7298
25,"Sprat",1.57,72851344333.3504
26,"Sprat",1.57,83038826540.571
27,"Sprat",1.57,88201997791.9238
28,"Sprat",1.57,84872856710.9009
29,"Sprat",1.57,73409743689.3575
30,"Sprat",1.57,57357291287.6739
31,"Sprat",1.57,41053474175.0704
32,"Sprat",1.57,27504982761.3586
33,"Sprat",1.57,17709001887.6575
34,"Sprat",1.57,11243390886.315
35,"Sprat",1.57,7179321492.89228
36,"Sprat",1.57,4659868894.23727
37,"Sprat",1.57,3082867977.16579
38,"Sprat",1.57,2077442919.76609
39,"Sprat",1.57,1427472171.32421
40,"Sprat",1.57,1006520018.9875
0,"Sprat",1.74,11365205.2912084
1,"Sprat",1.74,32146742.8079438
2,"Sprat",1.74,61849333.5794905
3,"Sprat",1.74,87896151.2853101
4,"Sprat",1.74,102305373.67906
5,"Sprat",1.74,107506452.339945
6,"Sprat",1.74,108779109.185839
7,"Sprat",1.74,109018617.210211
8,"Sprat",1.74,109465610.509157
9,"Sprat",1.74,113787654.87306
10,"Sprat",1.74,141256818.205285
11,"Sprat",1.74,264831586.716774
12,"Sprat",1.74,682192035.948251
13,"Sprat",1.74,1769975807.4873
14,"Sprat",1.74,4001325185.818
15,"Sprat",1.74,7680975889.33902
16,"Sprat",1.74,12689137849.9406
17,"Sprat",1.74,18496728231.7111
18,"Sprat",1.74,24441957739.6067
19,"Sprat",1.74,30011237556.4021
20,"Sprat",1.74,34951504129.7644
21,"Sprat",1.74,39268375438.9272
22,"Sprat",1.74,43282627917.1346
23,"Sprat",1.74,47829031277.7086
24,"Sprat",1.74,54203918081.0832
25,"Sprat",1.74,63004973556.8442
26,"Sprat",1.74,72360675484.7207
27,"Sprat",1.74,78152115951.8921
28,"Sprat",1.74,76850419730.7617
29,"Sprat",1.74,68015796010.7299
30,"Sprat",1.74,54296697391.3669
31,"Sprat",1.74,39553649927.9997
32,"Sprat",1.74,26817859968.617
33,"Sprat",1.74,17361658867.0338
34,"Sprat",1.74,11020877924.7527
35,"Sprat",1.74,7009719014.39834
36,"Sprat",1.74,4525104545.52038
37,"Sprat",1.74,2977558619.37075
38,"Sprat",1.74,1996502581.81624
39,"Sprat",1.74,1364755631.70493
40,"Sprat",1.74,956016877.415593
0,"Sprat",1.93,8145336.75545192
1,"Sprat",1.93,24541119.3446718
2,"Sprat",1.93,50019621.3480859
3,"Sprat",1.93,74390497.6049783
4,"Sprat",1.93,89126681.808819
5,"Sprat",1.93,94944990.5931219
6,"Sprat",1.93,96501012.9184576
7,"Sprat",1.93,96804798.3291302
8,"Sprat",1.93,97093830.2490722
9,"Sprat",1.93,99864713.4970797
10,"Sprat",1.93,118467957.323642
11,"Sprat",1.93,205972683.05313
12,"Sprat",1.93,513648563.082157
13,"Sprat",1.93,1346892488.01328
14,"Sprat",1.93,3119866405.28455
15,"Sprat",1.93,6145303786.83913
16,"Sprat",1.93,10391214444.7748
17,"Sprat",1.93,15444785372.7323
18,"Sprat",1.93,20726529693.4635
19,"Sprat",1.93,25750517097.3729
20,"Sprat",1.93,30250914568.1364
21,"Sprat",1.93,34189837518.4123
22,"Sprat",1.93,37788336753.0359
23,"Sprat",1.93,41684481432.4769
24,"Sprat",1.93,46974741860.5605
25,"Sprat",1.93,54412130381.754
26,"Sprat",1.93,62842935732.8773
27,"Sprat",1.93,68923704593.3098
28,"Sprat",1.93,69241434712.7558
29,"Sprat",1.93,62741765464.2016
30,"Sprat",1.93,51237357179.2029
31,"Sprat",1.93,38054042450.1137
32,"Sprat",1.93,26160782047.6215
33,"Sprat",1.93,17059012746.1677
34,"Sprat",1.93,10839611748.6274
35,"Sprat",1.93,6870837014.77126
36,"Sprat",1.93,4411045783.55925
37,"Sprat",1.93,2885807679.81576
38,"Sprat",1.93,1924683998.52123
39,"Sprat",1.93,1308637458.72428
40,"Sprat",1.93,910778579.833854
0,"Sprat",2.15,5757242.57080605
1,"Sprat",2.15,18485337.7386742
2,"Sprat",2.15,39984346.80671
3,"Sprat",2.15,62412779.0726126
4,"Sprat",2.15,77237041.9656603
5,"Sprat",2.15,83641620.0397416
6,"Sprat",2.15,85515128.2001773
7,"Sprat",2.15,85906219.7273292
8,"Sprat",2.15,86108903.6721031
9,"Sprat",2.15,87860582.0133659
10,"Sprat",2.15,100301937.846649
11,"Sprat",2.15,161583913.258716
12,"Sprat",2.15,386103872.901322
13,"Sprat",2.15,1018341980.90393
14,"Sprat",2.15,2414817641.32548
15,"Sprat",2.15,4882805888.73076
16,"Sprat",2.15,8457883034.66119
17,"Sprat",2.15,12830378003.6171
18,"Sprat",2.15,17501733084.2029
19,"Sprat",2.15,22018884631.3119
20,"Sprat",2.15,26110004587.8877
21,"Sprat",2.15,29703904969.3399
22,"Sprat",2.15,32944651631.9344
23,"Sprat",2.15,36310909818.0579
24,"Sprat",2.15,40705943263.6166
25,"Sprat",2.15,46936648539.952
26,"Sprat",2.15,54403505598.0086
27,"Sprat",2.15,60496349733.3752
28,"Sprat",2.15,62055608806.1114
29,"Sprat",2.15,57592633329.571
30,"Sprat",2.15,48167824144.1042
31,"Sprat",2.15,36535892561.5268
32,"Sprat",2.15,25519245854.6781
33,"Sprat",2.15,16793961782.7353
34,"Sprat",2.15,10697261022.0481
35,"Sprat",2.15,6762171047.65797
36,"Sprat",2.15,4317569514.79679
37,"Sprat",2.15,2807446112.89248
38,"Sprat",2.15,1861719128.97462
39,"Sprat",2.15,1258780128.39981
40,"Sprat",2.15,870424721.943573
0,"Sprat",2.38,4012404.98739357
1,"Sprat",2.38,13731387.4679576
2,"Sprat",2.38,31570112.9224801
3,"Sprat",2.38,51863421.7074073
4,"Sprat",2.38,66525338.6791899
5,"Sprat",2.38,73458349.8003303
6,"Sprat",2.38,75678077.1257979
7,"Sprat",2.38,76180204.1752236
8,"Sprat",2.38,76344758.8029956
9,"Sprat",2.38,77437981.9678538
10,"Sprat",2.38,85649307.6995625
11,"Sprat",2.38,128074534.01197
12,"Sprat",2.38,290187642.193169
13,"Sprat",2.38,765192121.740923
14,"Sprat",2.38,1855093608.98135
15,"Sprat",2.38,3851695717.34361
16,"Sprat",2.38,6840082247.5019
17,"Sprat",2.38,10600212231.5267
18,"Sprat",2.38,14711576131.444
19,"Sprat",2.38,18758078006.0159
20,"Sprat",2.38,22467875287.4801
21,"Sprat",2.38,25744748940.9012
22,"Sprat",2.38,28673699402.0561
23,"Sprat",2.38,31606397583.1172
24,"Sprat",2.38,35268967317.9954
25,"Sprat",2.38,40450881839.3566
26,"Sprat",2.38,46959118418.9464
27,"Sprat",2.38,52846477083.9866
28,"Sprat",2.38,55304093128.2093
29,"Sprat",2.38,52578604887.9131
30,"Sprat",2.38,45080861486.4154
31,"Sprat",2.38,34981112568.5629
32,"Sprat",2.38,24877297131.4024
33,"Sprat",2.38,16558049459.7275
34,"Sprat",2.38,10590959476.5273
35,"Sprat",2.38,6683198171.46077
36,"Sprat",2.38,4244684678.09597
37,"Sprat",2.38,2742432306.18646
38,"Sprat",2.38,1807434120.52308
39,"Sprat",2.38,1214915633.50047
40,"Sprat",2.38,834632054.455772
0,"Sprat",2.65,2757013.04900395
1,"Sprat",2.65,10054162.7103935
2,"Sprat",2.65,24603622.4342287
3,"Sprat",2.65,42648338.6043325
4,"Sprat",2.65,56898759.8153468
5,"Sprat",2.65,64275150.2399047
6,"Sprat",2.65,66861222.7519833
7,"Sprat",2.65,67498948.8152937
8,"Sprat",2.65,67659221.5187063
9,"Sprat",2.65,68335514.822607
10,"Sprat",2.65,73680624.5790483
11,"Sprat",2.65,102699690.695705
12,"Sprat",2.65,218470215.398617
13,"Sprat",2.65,571692634.496132
14,"Sprat",2.65,1414225284.77175
15,"Sprat",2.65,3015440234.88427
16,"Sprat",2.65,5494201715.97971
17,"Sprat",2.65,8706580551.36416
18,"Sprat",2.65,12305892524.7524
19,"Sprat",2.65,15915983409.8128
20,"Sprat",2.65,19270255753.1305
21,"Sprat",2.65,22254269599.4313
22,"Sprat",2.65,24907972276.1225
23,"Sprat",2.65,27483417303.8258
24,"Sprat",2.65,30550859820.1107
25,"Sprat",2.65,34836336867.8957
26,"Sprat",2.65,40425965762.2411
27,"Sprat",2.65,45946580312.5924
28,"Sprat",2.65,48998211675.0577
29,"Sprat",2.65,47714819774.5626
30,"Sprat",2.65,41974240054.1869
31,"Sprat",2.65,33373088225.7529
32,"Sprat",2.65,24217637284.7708
33,"Sprat",2.65,16341149069.0185
34,"Sprat",2.65,10517025386.3645
35,"Sprat",2.65,6633255897.52381
36,"Sprat",2.65,4192504380.84527
37,"Sprat",2.65,2690852178.93049
38,"Sprat",2.65,1761751726.12062
39,"Sprat",2.65,1176845027.06307
40,"Sprat",2.65,803131443.548532
0,"Sprat",2.94,1867870.17576426
1,"Sprat",2.94,7253160.24215833
2,"Sprat",2.94,18913345.6048818
3,"Sprat",2.94,34675291.4556129
4,"Sprat",2.94,48279629.8869239
5,"Sprat",2.94,55988937.2688469
6,"Sprat",2.94,58949582.8469296
7,"Sprat",2.94,59747702.8076857
8,"Sprat",2.94,59929233.7814951
9,"Sprat",2.94,60348424.6771691
10,"Sprat",2.94,63778134.6461873
11,"Sprat",2.94,83378968.8865262
12,"Sprat",2.94,165112716.184828
13,"Sprat",2.94,424980494.523212
14,"Sprat",2.94,1069818711.83683
15,"Sprat",2.94,2342236285.43897
16,"Sprat",2.94,4381552032.03078
17,"Sprat",2.94,7106779647.85752
18,"Sprat",2.94,10239697740.9866
19,"Sprat",2.94,13445937615.1365
20,"Sprat",2.94,16468718105.9004
21,"Sprat",2.94,19181075999.0568
22,"Sprat",2.94,21588815158.5743
23,"Sprat",2.94,23866935702.1027
24,"Sprat",2.94,26453118005.976
25,"Sprat",2.94,29984170923.7957
26,"Sprat",2.94,34720540783.0382
27,"Sprat",2.94,39764714961.0776
28,"Sprat",2.94,43148083321.3443
29,"Sprat",2.94,43020745713.938
30,"Sprat",2.94,38851447105.5589
31,"Sprat",2.94,31697703823.9518
32,"Sprat",2.94,23521957055.2352
33,"Sprat",2.94,16131188709.2695
34,"Sprat",2.94,10470620525.079
35,"Sprat",2.94,6611369883.29014
36,"Sprat",2.94,4161198361.25588
37,"Sprat",2.94,2652916053.12293
38,"Sprat",2.94,1724694971.10973
39,"Sprat",2.94,1144439536.06942
40,"Sprat",2.94,775706018.291338
0,"Sprat",3.27,1248142.85005627
1,"Sprat",3.27,5153274.45679084
2,"Sprat",3.27,14331918.1156253
3,"Sprat",3.27,27851207.547692
4,"Sprat",3.27,40602002.0705201
5,"Sprat",3.27,48512448.4935443
6,"Sprat",3.27,51841003.2735397
7,"Sprat",3.27,52823292.8669007
8,"Sprat",3.27,53047238.7303744
9,"Sprat",3.27,53314208.0598782
10,"Sprat",3.27,55482779.6468858
11,"Sprat",3.27,68548940.3633713
12,"Sprat",3.27,125568791.368054
13,"Sprat",3.27,314639848.379576
14,"Sprat",3.27,803060871.644579
15,"Sprat",3.27,1804535690.08968
16,"Sprat",3.27,3467897233.92206
17,"Sprat",3.27,5762602893.28655
18,"Sprat",3.27,8472624293.38045
19,"Sprat",3.27,11306112313.2756
20,"Sprat",3.27,14019990240.064
21,"Sprat",3.27,16479610968.1813
22,"Sprat",3.27,18665127109.7614
23,"Sprat",3.27,20692684896.3841
24,"Sprat",3.27,22890448695.6842
25,"Sprat",3.27,25795511265.0731
26,"Sprat",3.27,29760642185.1344
27,"Sprat",3.27,34264312484.286
28,"Sprat",3.27,37761220160.5508
29,"Sprat",3.27,38519221059.3623
30,"Sprat",3.27,35722191907.2007
31,"Sprat",3.27,29944554475.1948
32,"Sprat",3.27,22771568355.261
33,"Sprat",3.27,15913983854.3239
34,"Sprat",3.27,10445359317.2033
35,"Sprat",3.27,6616016392.80797
36,"Sprat",3.27,4150915130.52243
37,"Sprat",3.27,2628948487.78681
38,"Sprat",3.27,1696391379.35459
39,"Sprat",3.27,1117643328.43494
40,"Sprat",3.27,752190626.024119
0,"Sprat",3.63,823165.209712624
1,"Sprat",3.63,3604663.2948833
2,"Sprat",3.63,10698905.404491
3,"Sprat",3.63,22080582.5453563
4,"Sprat",3.63,33808162.4188772
5,"Sprat",3.63,41772898.6365016
6,"Sprat",3.63,45445529.8298609
7,"Sprat",3.63,46632952.6016095
8,"Sprat",3.63,46918438.8556088
9,"Sprat",3.63,47101930.1828052
10,"Sprat",3.63,48453497.3333635
11,"Sprat",3.63,57044482.9307579
12,"Sprat",3.63,96332452.5643067
13,"Sprat",3.63,232312513.837895
14,"Sprat",3.63,598268248.13269
15,"Sprat",3.63,1378611268.49994
16,"Sprat",3.63,2723039943.66214
17,"Sprat",3.63,4639898388.40231
18,"Sprat",3.63,6968427883.84357
19,"Sprat",3.63,9458971838.60328
20,"Sprat",3.63,11885353559.0123
21,"Sprat",3.63,14109399584.9787
22,"Sprat",3.63,16092252126.2574
23,"Sprat",3.63,17905608142.2141
24,"Sprat",3.63,19789470000.3559
25,"Sprat",3.63,22181565259.5237
26,"Sprat",3.63,25466462798.3399
27,"Sprat",3.63,29404345386.8241
28,"Sprat",3.63,32841205350.6691
29,"Sprat",3.63,34235143510.5181
30,"Sprat",3.63,32602576864.7251
31,"Sprat",3.63,28108258760.2747
32,"Sprat",3.63,21948390359.5575
33,"Sprat",3.63,15673269990.8797
34,"Sprat",3.63,10432899358.0991
35,"Sprat",3.63,6644807983.99833
36,"Sprat",3.63,4161659617.48324
37,"Sprat",3.63,2619364932.25591
38,"Sprat",3.63,1677076293.14061
39,"Sprat",3.63,1096477869.21163
40,"Sprat",3.63,732472721.50732
0,"Sprat",4.03,536475.807560793
1,"Sprat",4.03,2481754.46846
2,"Sprat",4.03,7863572.43704108
3,"Sprat",4.03,17264998.4910752
4,"Sprat",4.03,27845256.3913178
5,"Sprat",4.03,35710338.7914125
6,"Sprat",4.03,39684901.711542
7,"Sprat",4.03,41093427.725144
8,"Sprat",4.03,41458715.8562625
9,"Sprat",4.03,41604353.600855
10,"Sprat",4.03,42436286.1813585
11,"Sprat",4.03,48004236.7483917
12,"Sprat",4.03,74726822.0858602
13,"Sprat",4.03,171355473.207903
14,"Sprat",4.03,442474831.683026
15,"Sprat",4.03,1044157610.75586
16,"Sprat",4.03,2120450427.72121
17,"Sprat",4.03,3708184260.66533
18,"Sprat",4.03,5694557654.89806
19,"Sprat",4.03,7870797559.58893
20,"Sprat",4.03,10030116149.7244
21,"Sprat",4.03,12034404325.0374
22,"Sprat",4.03,13831037183.6432
23,"Sprat",4.03,15458482293.3856
24,"Sprat",4.03,17087396537.436
25,"Sprat",4.03,19063510696.1664
26,"Sprat",4.03,21761681514.619
27,"Sprat",4.03,25139849111.8718
28,"Sprat",4.03,28386570598.3107
29,"Sprat",4.03,30193852592.7222
30,"Sprat",4.03,29514808759.6927
31,"Sprat",4.03,26189729989.2658
32,"Sprat",4.03,21036310276.2572
33,"Sprat",4.03,15391050449.8769
34,"Sprat",4.03,10422576725.9355
35,"Sprat",4.03,6694100955.68363
36,"Sprat",4.03,4193109929.34642
37,"Sprat",4.03,2624626329.89431
38,"Sprat",4.03,1667092857.95721
39,"Sprat",4.03,1081047709.46624
40,"Sprat",4.03,716494930.446398
0,"Sprat",4.48,346215.756650852
1,"Sprat",4.48,1681534.39144077
2,"Sprat",4.48,5687340.14652242
3,"Sprat",4.48,13303676.0946723
4,"Sprat",4.48,22662275.8524273
5,"Sprat",4.48,30275700.0327799
6,"Sprat",4.48,34492079.6138383
7,"Sprat",4.48,36130338.6483486
8,"Sprat",4.48,36593070.197481
9,"Sprat",4.48,36732192.0644705
10,"Sprat",4.48,37240953.6973895
11,"Sprat",4.48,40796113.4029704
12,"Sprat",4.48,58728901.5296976
13,"Sprat",4.48,126541994.611605
14,"Sprat",4.48,325057159.725555
15,"Sprat",4.48,783921820.811462
16,"Sprat",4.48,1636931935.92859
17,"Sprat",4.48,2940313612.9076
18,"Sprat",4.48,4621784689.92902
19,"Sprat",4.48,6511273969.84143
20,"Sprat",4.48,8423154820.59234
21,"Sprat",4.48,10222474531.9692
22,"Sprat",4.48,11847039335.9971
23,"Sprat",4.48,13310716914.9292
24,"Sprat",4.48,14730749858.8035
25,"Sprat",4.48,16372176377.3596
26,"Sprat",4.48,18574480691.4452
27,"Sprat",4.48,21422777359.2883
28,"Sprat",4.48,24389997974.021
29,"Sprat",4.48,26419313572.6485
30,"Sprat",4.48,26486359814.0303
31,"Sprat",4.48,24197215651.3099
32,"Sprat",4.48,20022878175.4047
33,"Sprat",4.48,15048383551.8979
34,"Sprat",4.48,10401193109.0806
35,"Sprat",4.48,6758545690.96775
36,"Sprat",4.48,4244358590.4512
37,"Sprat",4.48,2645160192.31914
38,"Sprat",4.48,1666885098.06208
39,"Sprat",4.48,1071547533.06792
40,"Sprat",4.48,704259795.898616
0,"Sprat",4.98,221968.723062218
1,"Sprat",4.98,1121308.02151771
2,"Sprat",4.98,4045684.33234719
3,"Sprat",4.98,10094879.623961
4,"Sprat",4.98,18207639.441818
5,"Sprat",4.98,25428575.8767156
6,"Sprat",4.98,29810729.8187057
7,"Sprat",4.98,31677794.7394103
8,"Sprat",4.98,32254506.8316018
9,"Sprat",4.98,32409986.5932599
10,"Sprat",4.98,32723872.8831449
11,"Sprat",4.98,34959311.6579925
12,"Sprat",4.98,46825802.1723576
13,"Sprat",4.98,93803141.5091513
14,"Sprat",4.98,237394640.054707
15,"Sprat",4.98,583360808.101804
16,"Sprat",4.98,1252315957.97541
17,"Sprat",4.98,2312182516.88002
18,"Sprat",4.98,3723884372.52671
19,"Sprat",4.98,5353134192.77732
20,"Sprat",4.98,7036523869.64731
21,"Sprat",4.98,8644884540.70649
22,"Sprat",4.98,10109870991.1495
23,"Sprat",4.98,11427332388.2851
24,"Sprat",4.98,12674139442.8724
25,"Sprat",4.98,14047547450.2013
26,"Sprat",4.98,15838428157.9687
27,"Sprat",4.98,18203143715.0665
28,"Sprat",4.98,20837964178.3585
29,"Sprat",4.98,22932276981.1069
30,"Sprat",4.98,23548563615.3811
31,"Sprat",4.98,22146896043.4794
32,"Sprat",4.98,18901217581.4788
33,"Sprat",4.98,14626719677.3131
34,"Sprat",4.98,10353115218.9361
35,"Sprat",4.98,6830644468.62029
36,"Sprat",4.98,4313576081.00773
37,"Sprat",4.98,2681236951.94353
38,"Sprat",4.98,1676980253.30687
39,"Sprat",4.98,1068270954.27252
40,"Sprat",4.98,695838062.908348
0,"Sprat",5.53,142078.154364709
1,"Sprat",5.53,736135.577801881
2,"Sprat",5.53,2829326.96644972
3,"Sprat",5.53,7537917.80756171
4,"Sprat",5.53,14427561.2318304
5,"Sprat",5.53,21134886.3505258
6,"Sprat",5.53,25594629.5346705
7,"Sprat",5.53,27678290.0155862
8,"Sprat",5.53,28383382.4801939
9,"Sprat",5.53,28573289.8794561
10,"Sprat",5.53,28775459.6420519
11,"Sprat",5.53,30159836.8291738
12,"Sprat",5.53,37898240.6198521
13,"Sprat",5.53,70006518.5876989
14,"Sprat",5.53,172563882.62198
15,"Sprat",5.53,430323016.981502
16,"Sprat",5.53,949182622.044968
17,"Sprat",5.53,1802476106.10722
18,"Sprat",5.53,2977370913.07282
19,"Sprat",5.53,4371867569.07445
20,"Sprat",5.53,5845136579.74497
21,"Sprat",5.53,7275966790.20765
22,"Sprat",5.53,8592687406.59015
23,"Sprat",5.53,9778131886.35652
24,"Sprat",5.53,10879172024.5054
25,"Sprat",5.53,12038163338.2731
26,"Sprat",5.53,13493200939.6916
27,"Sprat",5.53,15430397322.6545
28,"Sprat",5.53,17710935780.8344
29,"Sprat",5.53,19748658807.8044
30,"Sprat",5.53,20734755971.2873
31,"Sprat",5.53,20062879022.2723
32,"Sprat",5.53,17671968893.1916
33,"Sprat",5.53,14109864356.7151
34,"Sprat",5.53,10260909731.2796
35,"Sprat",5.53,6900459047.73403
36,"Sprat",5.53,4397632206.50652
37,"Sprat",5.53,2732801715.8435
38,"Sprat",5.53,1697961048.59535
39,"Sprat",5.53,1071625034.6682
40,"Sprat",5.53,691384610.51039
0,"Sprat",6.14,91439.5386539304
1,"Sprat",6.14,476144.936016616
2,"Sprat",6.14,1944669.1875451
3,"Sprat",6.14,5535447.25353927
4,"Sprat",6.14,11265341.3036839
5,"Sprat",6.14,17364668.9989759
6,"Sprat",6.14,21807068.0948628
7,"Sprat",6.14,24083013.1836087
8,"Sprat",6.14,24927391.1024199
9,"Sprat",6.14,25167099.5576677
10,"Sprat",6.14,25311516.5437662
11,"Sprat",6.14,26157124.54115
12,"Sprat",6.14,31127576.6227443
13,"Sprat",6.14,52769246.3416672
14,"Sprat",6.14,125066159.557538
15,"Sprat",6.14,314753819.644194
16,"Sprat",6.14,712603563.732758
17,"Sprat",6.14,1392450813.70569
18,"Sprat",6.14,2361287831.27925
19,"Sprat",6.14,3545502242.13273
20,"Sprat",6.14,4826542366.61812
21,"Sprat",6.14,6092871218.32902
22,"Sprat",6.14,7271853149.60572
23,"Sprat",6.14,8337117716.84942
24,"Sprat",6.14,9313584357.06164
25,"Sprat",6.14,10300535056.7625
26,"Sprat",6.14,11485204568.5441
27,"Sprat",6.14,13055020134.2968
28,"Sprat",6.14,14984237150.5308
29,"Sprat",6.14,16878473859.2873
30,"Sprat",6.14,18078261668.2615
31,"Sprat",6.14,17976588830.5801
32,"Sprat",6.14,16345097741.5296
33,"Sprat",6.14,13486623595.2378
34,"Sprat",6.14,10106825265.6751
35,"Sprat",6.14,6955751259.60761
36,"Sprat",6.14,4491807062.82245
37,"Sprat",6.14,2799306711.37086
38,"Sprat",6.14,1730450493.41181
39,"Sprat",6.14,1082167883.41985
40,"Sprat",6.14,691175062.762256
0,"Sprat",6.82,59737.4973540831
1,"Sprat",6.82,303892.334902472
2,"Sprat",6.82,1313506.10018052
3,"Sprat",6.82,3995791.39376805
4,"Sprat",6.82,8661645.13350178
5,"Sprat",6.82,14090369.601943
6,"Sprat",6.82,18420549.1199018
7,"Sprat",6.82,20852975.6328077
8,"Sprat",6.82,21842722.8205588
9,"Sprat",6.82,22145944.0455183
10,"Sprat",6.82,22268215.3649118
11,"Sprat",6.82,22780178.5496874
12,"Sprat",6.82,25923402.1083957
13,"Sprat",6.82,40302536.1671004
14,"Sprat",6.82,90587602.5868224
15,"Sprat",6.82,228425329.845831
16,"Sprat",6.82,529907615.394862
17,"Sprat",6.82,1065756328.43411
18,"Sprat",6.82,1857069447.29659
19,"Sprat",6.82,2854497431.11503
20,"Sprat",6.82,3960859309.07775
21,"Sprat",6.82,5075537277.78631
22,"Sprat",6.82,6126898435.35208
23,"Sprat",6.82,7082291646.07256
24,"Sprat",6.82,7950794185.86626
25,"Sprat",6.82,8798834862.95566
26,"Sprat",6.82,9768301882.00606
27,"Sprat",6.82,11030473579.5234
28,"Sprat",6.82,12629811451.3991
29,"Sprat",6.82,14325809004.8335
30,"Sprat",6.82,15610829478.4712
31,"Sprat",6.82,15925905303.1069
32,"Sprat",6.82,14941624496.6352
33,"Sprat",6.82,12754297411.2546
34,"Sprat",6.82,9875623376.92258
35,"Sprat",6.82,6983121412.69537
36,"Sprat",6.82,4589960144.82318
37,"Sprat",6.82,2879731945.73183
38,"Sprat",6.82,1775210385.87602
39,"Sprat",6.82,1100732889.76113
40,"Sprat",6.82,695704711.658385
0,"Sprat",7.58,40079.8594634619
1,"Sprat",7.58,191906.259044027
